DateStock,No_,Description,Gen_Prod_Posting Group,Quantité,Cout,Site,Encours,Nom abrégé,GroupeItem,GroupeClient,Quantit
2026-01-05,ART-1342,Article Industriel 342 Metallurgie,PROD_FINI,289.06,43.25,DEPOT B,0,ART-342,METALLURGIE,CLIENT_AUTO,289.06
2026-02-28,ART-1749,Article Industriel 749 Plastique,EMBALLAGE,1483.96,568.81,ATELIER 1,1,ART-749,PLASTIQUE,EXPORT_EU,1483.96
2026-01-05,ART-1288,Article Industriel 288 Metallurgie,ACHAT_DIR,518.66,144.22,DEPOT B,0,ART-288,METALLURGIE,CLIENT_AUTO,518.66
2026-01-05,ART-1277,Article Industriel 277 Hydraulique,ACHAT_DIR,1495.92,166.83,MAGASIN CENTRAL,0,ART-277,HYDRAULIQUE,DIVERS_LOCAL,1495.92
2026-03-05,ART-1076,Article Industriel 76 Plastique,MAT_PREM,589.53,632.16,ATELIER 1,0,ART-76,PLASTIQUE,CLIENT_AUTO,589.53
2026-03-05,ART-1218,Article Industriel 218 Visserie,PROD_FINI,1172.21,404.71,MAGASIN CENTRAL,1,ART-218,VISSERIE,DIVERS_LOCAL,1172.21
2026-02-28,ART-1267,Article Industriel 267 Emballage,EMBALLAGE,321.52,589.81,DEPOT NORD,0,ART-267,EMBALLAGE,INTERNE,321.52
2026-03-15,ART-1300,Article Industriel 300 Electronique,EMBALLAGE,1405.3,248.65,DEPOT NORD,0,ART-300,ELECTRONIQUE,INTERNE,1405.3
2026-03-05,ART-1674,Article Industriel 674 Emballage,EMBALLAGE,764.16,547.15,ATELIER 1,0,ART-674,EMBALLAGE,CLIENT_AERO,764.16
2026-04-15,ART-1417,Article Industriel 417 Divers,MAT_PREM,1013.77,584.66,ATELIER 1,0,ART-417,DIVERS,INTERNE,1013.77
2026-03-31,ART-1691,Article Industriel 691 Divers,EMBALLAGE,1053.1,79.48,ATELIER 1,1,ART-691,DIVERS,INTERNE,1053.1
2026-04-30,ART-1405,Article Industriel 405 Plastique,PROD_FINI,-38.21,374.09,ATELIER 1,0,ART-405,PLASTIQUE,INTERNE,38.21
2026-03-15,ART-1405,Article Industriel 405 Plastique,PROD_FINI,571.48,219.56,DEPOT NORD,1,ART-405,PLASTIQUE,DIVERS_LOCAL,571.48
2026-01-31,art-1187,Article Industriel 187 Visserie,ACHAT_DIR,486.99,69.32,MAGASIN CENTRAL,0,ART-187,VISSERIE,INTERNE,486.99
2026-02-05,ART-1307,Article Industriel 307 Divers,ACHAT_DIR,553.56,76.45,DEPOT A,0,ART-307,DIVERS,CLIENT_AERO,553.56
2026-01-31,ART-1475,Article Industriel 475 Hydraulique,COMPOSANT,578.59,249.89,DEPOT A,0,ART-475,HYDRAULIQUE,EXPORT_EU,578.59
2026-04-05,ART-1576,Article Industriel 576 Visserie,COMPOSANT,255.0,212.94,MAGASIN CENTRAL,0,ART-576,VISSERIE,EXPORT_EU,255.0
2026-04-15,ART-1472,Article Industriel 472 Divers,ACHAT_DIR,81.96,465.41,MAGASIN CENTRAL,0,ART-472,DIVERS,DIVERS_LOCAL,81.96
2026-02-05,ART-1404,Article Industriel 404 Emballage,MAT_PREM,530.59,390.44,DEPOT A,0,ART-404,EMBALLAGE,INTERNE,530.59
2026-02-28,ART-1117,Article Industriel 117 Visserie,ACHAT_DIR,943.54,256.71,DEPOT NORD,0,ART-117,VISSERIE,CLIENT_AUTO,943.54
2026-02-05,ART-1233,Article Industriel 233 Divers,EMBALLAGE,225.79,324.96,ATELIER 1,0,ART-233,DIVERS,CLIENT_AERO,225.79
2026-03-15,ART-1567,Article Industriel 567 Hydraulique,EMBALLAGE,1331.61,628.07,DEPOT B,0,ART-567,HYDRAULIQUE,DIVERS_LOCAL,1331.61
2026-01-31,ART-1337,Article Industriel 337 Plastique,,1331.47,189.21,DEPOT NORD,0,ART-337,PLASTIQUE,DIVERS_LOCAL,1331.47
2026-03-05,ART-1106,Article Industriel 106 Metallurgie,PROD_FINI,755.91,416.8,DEPOT A,0,ART-106,METALLURGIE,DIVERS_LOCAL,755.91
2026-01-31,ART-1404,Article Industriel 404 Emballage,MAT_PREM,248.28,292.59,DEPOT A,0,ART-404,EMBALLAGE,CLIENT_AERO,248.28
,ART-1498,Article Industriel 498 Visserie,MAT_PREM,991.54,80.01,MAGASIN CENTRAL,0,ART-498,VISSERIE,INTERNE,991.54
2026-04-30,ART-1567,Article Industriel 567 Hydraulique,EMBALLAGE,1298.99,385.62,MAGASIN CENTRAL,1,ART-567,HYDRAULIQUE,DIVERS_LOCAL,1298.99
2026-03-15,ART-1290,Article Industriel 290 Visserie,EMBALLAGE,367.07,516.48,DEPOT NORD,0,ART-290,VISSERIE,CLIENT_AUTO,367.07
2026-04-05,ART-1111,Article Industriel 111 Emballage,COMPOSANT,427.83,245.47,DEPOT B,0,ART-111,EMBALLAGE,CLIENT_AUTO,427.83
2026-04-15,ART-1023,Arbre de Transmission Usiné,PROD_FINI,1104.37,299.03,MAGASIN CENTRAL,0,ARBR-TRANS,METALLURGIE,INTERNE,1104.37
2026-01-15,ART-1604,Article Industriel 604 Metallurgie,EMBALLAGE,371.24,199.58,ATELIER 1,0,ART-604,METALLURGIE,CLIENT_AUTO,371.24
2026-04-15,ART-1516,Article Industriel 516 Metallurgie,EMBALLAGE,259.24,549.83,DEPOT A,0,ART-516,METALLURGIE,CLIENT_AERO,259.24
2026-02-28,ART-1335,Article Industriel 335 Emballage,MAT_PREM,86.49,577.03,MAGASIN CENTRAL,0,ART-335,EMBALLAGE,DIVERS_LOCAL,86.49
2026-03-05,ART-1583,Article Industriel 583 Visserie,PROD_FINI,456.81,-24.46,DEPOT B,1,ART-583,VISSERIE,INTERNE,456.81
2026-04-05,ART-1362,Article Industriel 362 Plastique,EMBALLAGE,212.34,513.0,MAGASIN CENTRAL,0,ART-362,PLASTIQUE,CLIENT_AUTO,212.34
2026-02-28,ART-1702,Article Industriel 702 Hydraulique,PROD_FINI,1399.23,605.23,DEPOT A,0,ART-702,HYDRAULIQUE,CLIENT_AUTO,1399.23
2026-01-31,ART-1499,Article Industriel 499 Divers,COMPOSANT,411.95,3.58,ATELIER 1,0,ART-499,DIVERS,DIVERS_LOCAL,411.95
2026-03-15,ART-1223,Article Industriel 223 Divers,ACHAT_DIR,40.28,298.98,DEPOT B,0,ART-223,DIVERS,EXPORT_EU,40.28
2026-01-31,ART-1562,Article Industriel 562 Electronique,EMBALLAGE,282.65,278.08,DEPOT NORD,0,ART-562,ELECTRONIQUE,EXPORT_EU,282.65
2026-03-15,ART-1508,Article Industriel 508 Plastique,PROD_FINI,184.96,211.49,MAGASIN CENTRAL,0,ART-508,PLASTIQUE,CLIENT_AUTO,184.96
2026-02-28,ART-1562,Article Industriel 562 Electronique,EMBALLAGE,275.38,531.51,DEPOT A,1,ART-562,ELECTRONIQUE,INTERNE,275.38
2026-02-15,ART-1104,Article Industriel 104 Emballage,COMPOSANT,400.59,246.56,DEPOT A,0,ART-104,EMBALLAGE,EXPORT_EU,400.59
2026-01-31,ART-1166,Article Industriel 166 Metallurgie,PROD_FINI,557.68,574.15,DEPOT B,0,ART-166,METALLURGIE,CLIENT_AUTO,557.68
2026-01-31,ART-1657,Article Industriel 657 Electronique,COMPOSANT,784.95,234.8,DEPOT B,1,ART-657,ELECTRONIQUE,CLIENT_AUTO,784.95
2026-01-15,ART-1365,Article Industriel 365 Visserie,EMBALLAGE,533.09,253.04,DEPOT B,0,ART-365,VISSERIE,CLIENT_AUTO,533.09
2026-03-31,ART-1512,Article Industriel 512 Divers,EMBALLAGE,1308.93,99.61,DEPOT NORD,0,ART-512,DIVERS,CLIENT_AERO,1308.93
2026-01-31,ART-1227,Article Industriel 227 Visserie,MAT_PREM,443.62,148.98,DEPOT NORD,1,ART-227,VISSERIE,CLIENT_AERO,443.62
2026-01-31,ART-1743,Article Industriel 743 Electronique,PROD_FINI,707.09,136.61, ATELIER 1 ,1,ART-743,ELECTRONIQUE,CLIENT_AUTO,707.09
2026-01-31,ART-1769,Article Industriel 769 Visserie,COMPOSANT,999999,503.23,DEPOT NORD,0,ART-769,VISSERIE,CLIENT_AUTO,391.05
2026-04-05,ART-1650,Article Industriel 650 Visserie,ACHAT_DIR,46.6,525.31,DEPOT B,1,ART-650,VISSERIE,CLIENT_AUTO,46.6
2026-04-15,ART-1607,Article Industriel 607 Plastique,EMBALLAGE,81.81,429.3,ATELIER 1,0,ART-607,PLASTIQUE,CLIENT_AERO,81.81
2026-04-15,ART-1382,Article Industriel 382 Visserie,EMBALLAGE,1149.83,205.61,DEPOT B,0,ART-382,VISSERIE,DIVERS_LOCAL,1149.83
2026-01-15,ART-1285,Article Industriel 285 Electronique,COMPOSANT,1267.34,850000.00,DEPOT NORD,1,ART-285,ELECTRONIQUE,INTERNE,1267.34
2026-04-30,ART-1710,Article Industriel 710 Hydraulique,EMBALLAGE,1089.99,304.83,DEPOT B,0,ART-710,HYDRAULIQUE,DIVERS_LOCAL,1089.99
2026-03-15,ART-1558,Article Industriel 558 Emballage,COMPOSANT,269.75,389.29,ATELIER 1,1,ART-558,EMBALLAGE,EXPORT_EU,269.75
2026-02-15,ART-1254,Article Industriel 254 Electronique,MAT_PREM,114.36,188.29,DEPOT B,0,ART-254,ELECTRONIQUE,EXPORT_EU,114.36
2026-01-15,ART-1057,Article Industriel 57 Divers,PROD_FINI,170.66,186.25,DEPOT A,0,ART-57,DIVERS,INTERNE,170.66
2026-04-05,ART-1408,Article Industriel 408 Plastique,PROD_FINI,999999,48.16,DEPOT A,0,ART-408,PLASTIQUE,DIVERS_LOCAL,398.15
2026-01-31,ART-1167,Article Industriel 167 Metallurgie,PROD_FINI,139.3,645.41,MAGASIN CENTRAL,0,ART-167,METALLURGIE,INTERNE,139.3
2026-02-05,ART-1589,Article Industriel 589 Divers,PROD_FINI,1134.77,14.29,MAGASIN CENTRAL,0,ART-589,DIVERS,EXPORT_EU,1134.77
2026-04-05,ART-1150,Article Industriel 150 Plastique,ACHAT_DIR,1482.58,398.56,DEPOT B,0,ART-150,PLASTIQUE,INTERNE,1482.58
2026-01-31,ART-1041,Article Industriel 41 Emballage,PROD_FINI,315.81,616.19,ATELIER 1,1,ART-41,EMBALLAGE,CLIENT_AUTO,315.81
2026-02-15,ART-1467,Article Industriel 467 Visserie,COMPOSANT,1028.29,462.08,MAGASIN CENTRAL,1,ART-467,VISSERIE,CLIENT_AERO,1028.29
2026-01-15,,Article Industriel 765 Plastique,ACHAT_DIR,185.7,494.33,ATELIER 1,0,ART-765,PLASTIQUE,INTERNE,185.7
2026-03-31,ART-1107,Article Industriel 107 Metallurgie,MAT_PREM,407.36,276.21,DEPOT A,0,ART-107,METALLURGIE,DIVERS_LOCAL,407.36
2026-03-15,ART-1256,Article Industriel 256 Emballage,EMBALLAGE,847.13,579.03,ATELIER 1,0,ART-256,EMBALLAGE,EXPORT_EU,847.13
2026-01-15,ART-1583,Article Industriel 583 Visserie,PROD_FINI,1264.63,278.14,DEPOT B,0,ART-583,VISSERIE,INTERNE,1264.63
2026-04-05,ART-1073,Article Industriel 73 Electronique,ACHAT_DIR,,85.32,DEPOT NORD,1,ART-73,ELECTRONIQUE,CLIENT_AUTO,1291.47
2026-04-05,ART-1424,Article Industriel 424 Emballage,ACHAT_DIR,275.35,471.24,DEPOT A,0,ART-424,EMBALLAGE,CLIENT_AERO,275.35
2026-02-28, ART-1057 ,Article Industriel 57 Divers,PROD_FINI,1279.45,222.41,MAGASIN CENTRAL,0,ART-57,DIVERS,INTERNE,1279.45
2026-03-05,ART-1788,ARTICLE INDUSTRIEL 788 ELECTRONIQUE,ACHAT_DIR,1175.68,636.9,MAGASIN CENTRAL,1,ART-788,ELECTRONIQUE,EXPORT_EU,1175.68
2026-02-05,ART-1794,Article Industriel 794 Metallurgie,EMBALLAGE,462.67,164.79,ATELIER 1,0,ART-794,METALLURGIE,CLIENT_AERO,462.67
2026-02-28,ART-1521,Article Industriel 521 Visserie,ACHAT_DIR,200.44,25.55,DEPOT B,0,ART-521,VISSERIE,CLIENT_AUTO,200.44
2026-01-05,ART-1083,Article Industriel 83 Plastique,COMPOSANT,1384.34,236.93,ATELIER 1,1,ART-83,PLASTIQUE,CLIENT_AERO,1384.34
2026-02-28,ART-1089,Article Industriel 89 Metallurgie,COMPOSANT,1186.99,282.19,ATELIER 1,0,ART-89,METALLURGIE,CLIENT_AERO,1186.99
2026-02-15,ART-1732,Article Industriel 732 Electronique,COMPOSANT,1089.2,649.9,DEPOT B,1,ART-732,ELECTRONIQUE,EXPORT_EU,1089.2
2026-02-05, ART-1069 ,Article Industriel 69 Divers,PROD_FINI,311.22,414.48,DEPOT A,0,ART-69,DIVERS,CLIENT_AERO,311.22
2026-02-15,ART-1643,Article Industriel 643 Electronique,EMBALLAGE,607.15,436.31,MAGASIN CENTRAL,0,ART-643,ELECTRONIQUE,INTERNE,607.15
2026-03-05,ART-1339,Article Industriel 339 Metallurgie,MAT_PREM,792.68 u,57.71,DEPOT B,0,ART-339,METALLURGIE,CLIENT_AERO,792.68
2026-03-15,ART-1579,Article Industriel 579 Emballage,ACHAT_DIR,868.82,222.74,DEPOT NORD,0,ART-579,EMBALLAGE,DIVERS_LOCAL,868.82
2026-04-05,ART-1703,Article Industriel 703 Visserie,COMPOSANT,969.56,379.47,ATELIER 1,0,ART-703,VISSERIE,DIVERS_LOCAL,969.56
2026-04-15,ART-1797,Article Industriel 797 Plastique,MAT_PREM,816.49,251.99,DEPOT A,1,ART-797,PLASTIQUE,DIVERS_LOCAL,816.49
2026-01-15,ART-1795,Article Industriel 795 Visserie,MAT_PREM,1424.16,244.48,DEPOT A,0,ART-795,VISSERIE,INTERNE,1424.16
2026-01-31,ART-1049,Article Industriel 49 Divers,COMPOSANT,1106.8,70.7,MAGASIN CENTRAL,1,ART-49,DIVERS,DIVERS_LOCAL,1106.8
2026-02-15,ART-1131,Article Industriel 131 Emballage,ACHAT_DIR,1399.25,228.96,DEPOT A,0,ART-131,EMBALLAGE,CLIENT_AUTO,1399.25
2026-01-05,ART-1357,Article Industriel 357 Visserie,COMPOSANT,1136.94,272.25,ATELIER 1,0,ART-357,VISSERIE,CLIENT_AUTO,1136.94
2026-04-15,ART-1799,Article Industriel 799 Divers,ACHAT_DIR,290.67,122.7,Atelier 1,0,ART-799,DIVERS,EXPORT_EU,290.67
2026-04-30,ART-1795,Article Industriel 795 Visserie,MAT_PREM,596.54,635.17,ATELIER 1,0,ART-795,VISSERIE,CLIENT_AERO,596.54
2026-02-28,ART-1579,Article Industriel 579 Emballage,ACHAT_DIR,778.38,197.06,DEPOT NORD,0,ART-579,emballage,INTERNE,778.38
2026-02-05,ART-1084,Article Industriel 84 Plastique,PROD_FINI,309.85,480.67,MAGASIN CENTRAL,0,ART-84,PLASTIQUE,EXPORT_EU,309.85
2026-01-31,ART-1690,Article Industriel 690 Divers,MAT_PREM,1337.62,614.35,ATELIER 1,1,ART-690,DIVERS,EXPORT_EU,1337.62
2026-01-31,ART-1328,Article Industriel 328 Emballage,MAT_PREM,668.65,262.9,DEPOT B,0,ART-328,EMBALLAGE,EXPORT_EU,668.65
2026-01-05,ART-1567,Article Industriel 567 Hydraulique,EMBALLAGE,613.97,536.08,DEPOT NORD,0,ART-567,HYDRAULIQUE,INTERNE,613.97
2026-01-15, ART-1253 ,Article Industriel 253 Electronique,PROD_FINI,594.41,300.47,DEPOT B,0,ART-253,ELECTRONIQUE,CLIENT_AERO,594.41
2026-03-05,ART-1790,Article Industriel 790 Electronique,MAT_PREM,"322,09",111.31,DEPOT A,1,ART-790,ELECTRONIQUE,EXPORT_EU,322.09
2026-02-05,ART-1357,Article Industriel 357 Visserie,COMPOSANT,156.93,456.43,DEPOT NORD,0,ART-357,VISSERIE,CLIENT_AUTO,156.93
2026-04-30,ART-1633,Article Industriel 633 Divers,COMPOSANT,432.15,63.18,DEPOT A,1,ART-633,DIVERS,INTERNE,432.15
2026-02-28,ART-1119,Article Industriel 119 Visserie,MAT_PREM,417.53,306.76,MAGASIN CENTRAL,0,ART-119,VISSERIE,EXPORT_EU,417.53
2026-01-05,ART-1743,Article Industriel 743 Electronique,PROD_FINI,1208.37,126.89,MAGASIN CENTRAL,1,ART-743,ELECTRONIQUE,CLIENT_AERO,1208.37
2026-04-05,ART-1383,Article Industriel 383 Hydraulique,EMBALLAGE,1087.4,569.28,DEPOT B,1,ART-383,HYDRAULIQUE,EXPORT_EU,1087.4
2026-03-15,ART-1367, Article Industriel 367 Divers,EMBALLAGE,1170.38,270.77,DEPOT A,0,ART-367,DIVERS,DIVERS_LOCAL,1170.38
2026-02-28,ART-1762,Article Industriel 762 Emballage,ACHAT_DIR,1499.57,445.93,DEPOT B,0,ART-762,EMBALLAGE,CLIENT_AERO,1499.57
2026-02-05,ART-1147,Article Industriel 147 Visserie,ACHAT_DIR,58.35,500.78,DEPOT B,0,ART-147,VISSERIE,CLIENT_AERO,58.35
2026-02-15,ART-1352,Article Industriel 352 Emballage,PROD_FINI,1451.0,414.82,MAGASIN CENTRAL,1,ART-352,EMBALLAGE,CLIENT_AERO,1451.0
2026-04-15,ART-1198,Article Industriel 198 Metallurgie,MAT_PREM,1349.81,90.8,DEPOT A,0,ART-198,METALLURGIE,DIVERS_LOCAL,1349.81
2026-03-05,ART-1763,Article Industriel 763 Plastique,MAT_PREM,1416.27,544.71,DEPOT B,0,ART-763,PLASTIQUE,CLIENT_AERO,1416.27
2026-03-15,ART-1131,Article Industriel 131 Emballage,ACHAT_DIR,274.62,324.2,DEPOT NORD,0,ART-131,EMBALLAGE,CLIENT_AUTO,274.62
2026-03-31,ART-1116,Article Industriel 116 Divers,ACHAT_DIR,1212.53,589.21,ATELIER 1,0,ART-116,DIVERS,EXPORT_EU,1212.53
2026-02-05,ART-1130,Article Industriel 130 Hydraulique,ACHAT_DIR,146.36,547.54,DEPOT NORD,0,ART-130,HYDRAULIQUE,DIVERS_LOCAL,146.36
2026-02-15,ART-1547,Article Industriel 547 Electronique,COMPOSANT,597.62,337.24,DEPOT A,0,ART-547,ELECTRONIQUE,CLIENT_AERO,597.62
2026-04-05,ART-1620,Article Industriel 620 Hydraulique,ACHAT_DIR,28.77,26.1,DEPOT A,1,ART-620,HYDRAULIQUE,INTERNE,28.77
2026-01-31,ART-1469,Article Industriel 469 Electronique,PROD_FINI,1277.84,92.32,DEPOT B,0,ART-469,ELECTRONIQUE,INTERNE,1277.84
2026-02-05,ART-1198,Article Industriel 198 Metallurgie,MAT_PREM,757.45,234.69,DEPOT A,0,ART-198,METALLURGIE,DIVERS_LOCAL,757.45
2026-04-15,ART-1412,Article Industriel 412 Emballage,COMPOSANT,351.56,191.84,DEPOT B,1,ART-412,ÉMBALLAGÉ,INTERNE,351.56
2026-01-15,ART-1360,Article Industriel 360 Divers,MAT_PREM,1412.89,25.12,DEPOT B,1,ART-360,DIVERS,CLIENT_AERO,1412.89
2026-02-15,ART-1448,Article Industriel 448 Plastique,EMBALLAGE,972.0,243.01,DEPOT B,1,ART-448,PLASTIQUE,EXPORT_EU,972.0
2026-02-05,ART-1640,Article Industriel 640 Visserie,EMBALLAGE,1335.93,212.08,ATELIER 1,0,ART-640,VISSERIE,EXPORT_EU,1335.93
2026-04-30,ART-1045,Article Industriel 45 Emballage,COMPOSANT,59.73,447.49,DEPOT A,0,ART-45,EMBALLAGE,EXPORT_EU,59.73
2026-02-28,ART-1494,Article Industriel 494 Visserie,MAT_PREM,280.84,482.49,ATELIER 1,0,ART-494,VISSERIE,INTERNE,280.84
2026-04-30,ART-1412,Article Industriel 412 Emballage,COMPOSANT,837.63,463.22,DEPOT A,0,ART-412,EMBALLAGE,INTERNE,837.63
2026-03-05,ART-1439,Article Industriel 439 Electronique,COMPOSANT,1057.45,43.51,DEPOT NORD,0,ART-439,ELECTRONIQUE,EXPORT_EU,1057.45
2026-03-05,ART-1500,Article Industriel 500 Metallurgie,EMBALLAGE,126.09,68.29,MAGASIN CENTRAL,0,ART-500,METALLURGIE,CLIENT_AUTO,126.09
2026-02-28,ART-1200,Article Industriel 200 Divers,,1025.49,419.23,MAGASIN CENTRAL,0,ART-200,DIVERS,INTERNE,1025.49
2026-03-31,ART-1469,,PROD_FINI,465.58,521.81,MAGASIN CENTRAL,0,ART-469,ELECTRONIQUE,CLIENT_AUTO,465.58
2026-01-05,ART-1141,Article Industriel 141 Divers,PROD_FINI,878.49,294.27,MAGASIN CENTRAL,0,ART-141,DIVERS,CLIENT_AUTO,878.49
2026-02-15,art-1689,Article Industriel 689 Hydraulique,MAT_PREM,1142.07,8.48,DEPOT A,0,ART-689,HYDRAULIQUE,DIVERS_LOCAL,1142.07
2026-04-15,ART-1355,Article Industriel 355 Metallurgie,PROD_FINI,665.0,600.03,DEPOT B,0,ART-355,METALLURGIE,CLIENT_AUTO,665.0
2026-02-05,ART-1773,Article Industriel 773 Visserie,MAT_PREM,1091.9,530.77,MAGASIN CENTRAL,0,ART-773,VISSERIE,INTERNE,1091.9
2026-02-28,ART-1776,Article Industriel 776 Divers,COMPOSANT,249.82,383.22,DEPOT NORD,0,ART-776,divers,DIVERS_LOCAL,249.82
2026-01-31,ART-1759,Article Industriel 759 Visserie,MAT_PREM,590.73,29.78,ATELIER 1,0,ART-759,VISSERIE,DIVERS_LOCAL,590.73
2026-02-05,ART-1121,Article Industriel 121 Plastique,MAT_PREM,1271.3,128.79,MAGASIN CENTRAL,1,ART-121,PLASTIQUE,CLIENT_AUTO,1271.3
2026-04-15,ART-1621,Article Industriel 621 Emballage,ACHAT_DIR,1325.28,139.33,DEPOT A,0,ART-621,EMBALLAGE,DIVERS_LOCAL,1325.28
2026-03-05,ART-1265,Article Industriel 265 Emballage,MAT_PREM,585.11,410.2,MAGASIN CENTRAL,0,ART-265,EMBALLAGE,CLIENT_AUTO,585.11
2026-04-15,ART-1321,Article Industriel 321 Hydraulique,MAT_PREM,1374.03,632.18,ATELIER 1,0,ART-321,HYDRAULIQUE,DIVERS_LOCAL,1374.03
2026-03-15,ART-1514,Article Industriel 514 Emballage,ACHAT_DIR,1433.96,640.64,DEPOT B,1,ART-514,EMBALLAGE,CLIENT_AERO,1433.96
2026-02-15,ART-1230,Article Industriel 230 Hydraulique,ACHAT_DIR,921.63,232.1,ATELIER 1,0,ART-230,HYDRAULIQUE,INTERNE,921.63
2026-04-30,ART-1717,Article Industriel 717 Emballage,ACHAT_DIR,,2.63,MAGASIN CENTRAL,0,ART-717,EMBALLAGE,INTERNE,1357.63
2026-01-05,ART-1755,Article Industriel 755 Hydraulique,PROD_FINI,1147.25,616.15,DEPOT NORD,1,ART-755,HYDRAULIQUE,INTERNE,1147.25
2026-02-05,ART-1239,Article Industriel 239 Electronique,COMPOSANT,1025.79,411.52,DEPOT NORD,0,ART-239,ELECTRONIQUE,DIVERS_LOCAL,1025.79
2026-01-15,ART-1706,Article Industriel 706 Plastique,ACHAT_DIR,902.97,208.48,MAGASIN CENTRAL,0,ART-706,PLASTIQUE,DIVERS_LOCAL,902.97
2026-03-05,ART-1291,Article Industriel 291 Visserie,ACHAT_DIR,520.12,16.23,ATELIER 1,0,ART-291,VISSERIE,EXPORT_EU,520.12
2026-02-28,ART-1169,Article Industriel 169 Plastique,MAT_PREM,21.7,426.69,DEPOT NORD,0,ART-169,PLASTIQUE,CLIENT_AERO,21.7
2026-02-15,ART-1565,Article Industriel 565 Electronique,EMBALLAGE,983.03,221.3,ATELIER 1,1,ART-565,ELECTRONIQUE,INTERNE,983.03
2026-04-05,ART-1784,Article Industriel 784 Divers,ACHAT_DIR,115.74,633.48,ATELIER 1,0,ART-784,DIVERS,DIVERS_LOCAL,115.74
2026-02-15,ART-1760,Article Industriel 760 Emballage,COMPOSANT,1408.28,643.34,ATELIER 1,0,ART-760,EMBALLAGE,CLIENT_AERO,1408.28
2026-04-30,ART-1611,Article Industriel 611 Hydraulique,EMBALLAGE,1482.4,67.56,DEPOT A,0,ART-611,HYDRAULIQUE,EXPORT_EU,1482.4
2026-03-15,ART-1683,Article Industriel 683 Emballage,EMBALLAGE,230.49,57.5,DEPOT B,1,ART-683,EMBALLAGE,DIVERS_LOCAL,230.49
2026-04-05,ART-1076,Article Industriel 76 Plastique,MAT_PREM,798.44,-82.67,DEPOT B,1,ART-76,PLASTIQUE,CLIENT_AERO,798.44
2026-04-15,ART-1115,Article Industriel 115 Emballage,PROD_FINI,1248.26,642.61,ATELIER 1,99,ART-115,EMBALLAGE,INTERNE,1248.26
2026-03-05,ART-1114,Article Industriel 114 Plastique,COMPOSANT,328.43,195.77,ATELIER 1,1,ART-114,PLASTIQUE,DIVERS_LOCAL,328.43
2026-03-15,ART-1411,Article Industriel 411 Metallurgie,COMPOSANT,608.3,50.71,MAGASIN CENTRAL,1,ART-411,METALLURGIE,EXPORT_EU,608.3
2026-03-05,ART-1452,Article Industriel 452 Metallurgie,COMPOSANT,1259.52,90.78,DEPOT B,0,ART-452,MÉTALLURGYÉ,EXPORT_EU,1259.52
2026-04-15,ART-1433,Article Industriel 433 Emballage,EMBALLAGE,957.4,553.29,DEPOT NORD,0,ART-433,EMBALLAGE,EXPORT_EU,957.4
2026-01-05,ART-1180,Article Industriel 180 Metallurgie,COMPOSANT,1147.73,541.12,DEPOT NORD,1,ART-180,METALLURGIE,EXPORT_EU,1147.73
2026-04-05,ART-1752,Article Industriel 752 Visserie,COMPOSANT,1373.8,182.62,MAGASIN CENTRAL,0,ART-752,VISSERIE,CLIENT_AERO,1373.8
2026-01-31,ART-1540,Article Industriel 540 Electronique,PROD_FINI,556.62,369.19,MAGASIN CENTRAL,0,ART-540,ELECTRONIQUE,CLIENT_AERO,556.62
2026-04-30,ART-1619,Article Industriel 619 Metallurgie,COMPOSANT,326.72,92.21,DEPOT A,0,ART-619,METALLURGIE,INTERNE,326.72
2026-02-15,ART-1557,Article Industriel 557 Divers,MAT_PREM,1341.27,181.86,DEPOT NORD,0,ART-557,DIVERS,INTERNE,1341.27
2026-04-15,ART-1545,Article Industriel 545 Hydraulique,EMBALLAGE,1092.75,290.3,DEPOT B,1,ART-545,HYDRAULIQUE,INTERNE,1092.75
2026-02-15,ART-1269,article industriel 269 emballage,EMBALLAGE,445.98,56.22,DEPOT NORD,1,ART-269,EMBALLAGE,CLIENT_AERO,445.98
2026-01-05,ART-1093,Article Industriel 93 Emballage,MAT_PREM,722.28,199.19,MAGASIN CENTRAL,0,ART-93,EMBALLAGE,EXPORT_EU,722.28
2026-04-15,ART-1381,Article Industriel 381 Metallurgie,EMBALLAGE,733.6,104.87,DEPOT A,0,ART-381,METALLURGIE,CLIENT_AUTO,733.6
2026-01-15,ART-1210,Article Industriel 210 Metallurgie,COMPOSANT,1189.05,625.39,ATELIER 1,0,ART-210,METALLURGIE,CLIENT_AERO,1189.05
2026-01-15,ART-1204,Article Industriel 204 Divers,ACHAT_DIR,1348.27,469.08,DEPOT NORD,0,ART-204,DIVERS,INTERNE,1348.27
2026-03-31,ART-1091,Article Industriel 91 Divers,EMBALLAGE,982.97,19.08,ATELIER 1,0,ART-91,DIVERS,CLIENT_AUTO,982.97
2026-04-15,ART-1328,Article Industriel 328 Emballage,MAT_PREM,1498.62,485.51,ATELIER 1,0,ART-328,EMBALLAGE,DIVERS_LOCAL,1498.62
2026-03-31,ART-1600,Article Industriel 600 Metallurgie,MAT_PREM,1071.83,546.57,DEPOT NORD,0,ART-600,METALLURGIE,INTERNE,1071.83
2026-04-05,ART-1232,Article Industriel 232 Plastique,COMPOSANT,1349.68,458.02,ATELIER 1,1,ART-232,PLASTIQUE,DIVERS_LOCAL,1349.68
2026-01-05,ART-1133,Article Industriel 133 Divers,PROD_FINI,1225.51,479.03,DEPOT B,0,ART-133,DIVERS,EXPORT_EU,1225.51
